,Company Name,Director Name,Company Address,Factory Address,Phone Number,Fax Number,Email Address,Website,Products
64, Aparna Packaging & Accessories Ltd. [ Membership: 469 ]   Member Status : Active ," Mr.Shahidul Haque Mukul,  Managing Director","Company Address : 2291, Uttar Rayerbag, Titas Road, Lane – 2, Jatrabari, Dhaka. ","Factory Address : 2291, Uttar Rayerbag, Titas Road, Lane – 2, Jatrabari, Dhaka. ",Phone : 01552411571 ,Fax : ,Email : bahauddin72@yahoo.com.au ,Website :  ,"Products : Corrugated Carton, Back Board, Neck Board, Tissue Paper. "
65, Apex Accessories Ltd. [ Membership: 498 ]   Member Status : Cancel ," Mr. Md.  Iqbal Hassan Mahmood,  Managing Director","Company Address : East Chandora, P.O. Shafipur, Dist: Gazipur ","Factory Address : East Chandora, P.O. Shafipur, Dist: Gazipur ","Phone : 9555363, 9562004 ",Fax : 9556487 ,Email : apexmail@apex-tg.net ,Website :  ,Products : Corrugated Carton. 
66, Appollo Packaging (BD) Ltd. [ Membership: 1054 ]   Member Status : Active ," Mr. Abdul Momin Mondol,  Managing Director","Company Address : Plot # F/38, F/39, Block # F, Face-2, Pallabi, Mirpur, Dhaka ","Factory Address : Plot # F/38, F/39, Block # F, Face-2, Pallabi, Mirpur, Dhaka ",Phone : 41040176-84 ,Fax : ,"Email : commercial@mondol.net, info@mondol.net ",Website : www.mondol.net ,Products : Corrugated Carton 
67, APS Paper Works Ltd. [ Membership: 577 ]   Member Status : Active ," Mr. Muaz Bin Masud ,  Chairman","Company Address : Kamargaon, Pubail Gazipur Sadar, Gazipur ","Factory Address : Kamargaon, Pubail Gazipur Sadar, Gazipur ","Phone : Tel: 9815936,  Cell: 01711530772  ",Fax : Fax: 9815936 ,Email : carton@aps-group.org ,Website :  ,Products : Corrugated Carton. 
68, A. Q. N. Business Associates Ltd. [ Membership: 200 ]   Member Status : Active ," Sk. Abidur Rahman (Abid),  Managing Director","Company Address : 1242, East Monipur,  Begum Rokeya Sorani, Mirpur, Dhaka ","Factory Address : 1242, East Monipur,  Begum Rokeya Sorani, Mirpur, Dhaka ","Phone : 55073504, 01711530046 ",Fax : 8018982 ,"Email : aqn@thenetheads.com, s.a.rahman956@gmail.com, abid@arunima-group.net ",Website : www.aqnpoly.com ,Products : Multi color garments printed poly bag 
69, Array International Ltd. [ Membership: 652 ]   Member Status : Active ," Mr. Md. Shahidul Islam (Shahed),  Managing Director","Company Address : Dag # 524, Hal Dag # 39, Shaibrampur, Zirani Bazar, Gazipur. ","Factory Address : Dag # 524, Hal Dag # 39, Shaibrampur, Zirani Bazar, Gazipur. ","Phone : 84414696-7, 8416113, 8410483, 8412151 ",Fax : 88-02-8415546 ,Email : arryaccounts@radiancegroup-bd.com ,Website : www.radiancegroup-bd.com ,"Products : Hang Tag/Sticker Phot in lay, Printed Label, Woven Label, Poly Bag (PP/LDP, PVC), Back Board, Neck Board, Carton/Box Carton. "
70, Arrow Labels Ltd. [ Membership: 859 ]   Member Status : Cancel ," Mr. Joynta  Narayan Choudhury,  Director","Company Address : Hous# 259, (3rd Floor), Lane # 19  New DOHS Mohakhali, Dhaka ","Factory Address : Hous# 259, (3rd Floor), Lane # 19  New DOHS Mohakhali, Dhaka ",Phone : 044744450200 ,Fax : 9890684 ,Email : ,Website :  ,Products : Garments Accessories 
71, Arthy Trading Company  [ Membership: 914 ]   Member Status : Active ," Ms. Tania Parveen,  Proprietor","Company Address : Industrial Plot # 94/3, Paler Para, Ward # 16, Bashon, Gazipur Sadar, Gazipur ","Factory Address : Industrial Plot # 94/3, Paler Para, Ward # 16, Bashon, Gazipur Sadar, Gazipur ","Phone : 01713004218, 01819 212358 ",Fax : 7218338 ,"Email : mithu@gtlbd.com, arthy.tradingcompany@gmail.com ",Website :  ,"Products : Carton, Poly Bag, Gum Tape, Label "
72, Artistic Associates Ltd. [ Membership: 607 ]   Member Status : Active ," Mr. Arif Mahmud,  Managing Director","Company Address : House # 2/1, Road # 5, Block # A, Nayanagar, Nishatnagar, Turag, Dhaka ","Factory Address : House # 2/1, Road # 5, Block # A, Nayanagar, Nishatnagar, Turag, Dhaka ","Phone : 8982156-57, 01713030757 ",Fax : ,Email : artisticpackaging@gmail.com ,Website :  ,"Products : Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Paper Band, Photocard, Barcode, Sticker. "
73, Asef Packaging & Printing Industry [ Membership: 734 ]   Member Status : Active ," Mr. Kazi Mizanur Rahman,  Proprietor","Company Address : Hindu Vakurta, Vakurta, Savar, Dhaka ","Factory Address : Hindu Vakurta, Vakurta, Savar, Dhaka ",Phone : 9567934 ,Fax : 9565046 ,Email : asefpackaging@gmail.com ,Website :  ,Products : Corrugated Carton 
74, Asha Packaging & Printing Inds. Ltd. [ Membership: 238 ]   Member Status : Cancel ," Mr. Fahmuddin Ahmed,  Managing Director","Company Address : Kazirgaon, Matuail, Demra, Dhaka ","Factory Address : Kazirgaon, Matuail, Demra, Dhaka ",Phone : 9569533 ,Fax : 9569533 ,Email : ,Website :  ,Products : Garments Accessories 
75, Asha Poly Manufacturing Inds. Ltd. [ Membership: 509 ]   Member Status : Cancel ," Mr. Md. Sawkat Ali Khan Liton,  Managing Director",Company Address : ,Factory Address : ,Phone : 7216083 ,Fax : 7210025 ,Email : ,Website :  ,Products : Printed Poly Bag. 
76, ASM Packaging Industries Limited [ Membership: 220 ]   Member Status : Cancel ," Mr. Mohammad Saiful Islan,  Managing Director",Company Address : ,Factory Address : ,Phone : 031-741306 ,Fax : 031-710746 ,Email : ,Website :  ,"Products : Corrugated Carton, Back Board, Neck Board, Tissue Paper. "
77, Asma Printing & Packaging Industries [ Membership: 751 ]   Member Status : Active ," Mr. Obidur Rahman,  Proprietor","Company Address : 341/A, Kunia Pachar (Taragach) Chandura Road, Board Bazar, Gazipur ","Factory Address : 341/A, Kunia Pachar (Taragach) Chandura Road, Board Bazar, Gazipur ","Phone : 9293569-70, 01711542186 ",Fax : 9293571 ,"Email : info@adsumbd.com, info@adsum-asma.com ",Website :  ,"Products : Corrugated Carton, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Tissue Paper. "
78, Atandra Graphic Private Ltd. [ Membership: 760 ]   Member Status : Active ," Mr. M. Enamul Haq,  Managing Director","Company Address : Baniarchala (Member Bari) Vabanipur, Gazipur Sadar, Gazipur ","Factory Address : Baniarchala (Member Bari) Vabanipur, Gazipur Sadar, Gazipur ","Phone : 7914143, 9341818 ",Fax : 8918865 ,Email : atandra.enam@gmail.com ,Website :  ,"Products : Poly Bag, Sewing Thread, Back Board, Neck Board, Label "
79, A-Tex International Ltd. [ Membership: 1098 ]   Member Status : Active ," Mr. Claus Tjaerby,  Managing Director","Company Address : Shirir Chala, Vabanipur, Gazipur Sadar, Gazipur ","Factory Address : Shirir Chala, Vabanipur, Gazipur Sadar, Gazipur ",Phone : 8833213 ,Fax : 8833215 ,"Email : skm@a-tex.com, info@a-tex.com, ponkoj.roy@a-tex.com ",Website : www.a-tex.com ,"Products : Zipper Slider, Thread Coning, Hook & Loop, Sticker, Labels, Hang Tag "
80, Atlantic Industries Ltd. [ Membership: 506 ]   Member Status : Active ," Mr. Md. Mostafa Kamal,  Managing Director","Company Address : B-49, BSCIC Industrial Estate, Tongi, Gazipur ","Factory Address : B-49, BSCIC Industrial Estate, Tongi, Gazipur ","Phone : 9852738, 9852736 ",Fax : ,"Email : info@atlanticzipper.com, imports@atlanticzipper.com ",Website : www.atlanticzipper.com ,Products : Zipper. 
81, Atlantic Packaging Ltd. [ Membership: 755 ]   Member Status : Active ," Mr. Pradip Kumar Biswas,  Managing Director","Company Address : Ward # 7, Esanagar, Charpatharghata, Karnafully, Chattogram ","Factory Address : Ward # 7, Esanagar, Charpatharghata, Karnafully, Chattogram ","Phone : 01673731040, 01730035789, 01711696222 ",Fax : 031-2853013 ,Email : atlanticpackaltd@gmail.com ,Website :  ,"Products : Printed Poly Bag, Back Board, Neck Board, Hang Tag, Price Tag, Size Tag, Phot in lay, Tissue Paper. "
82, Attrium Trims Manufacturing Industries [ Membership: 1218 ]   Member Status : Cancel ," Mr. Kamruzzaman Khan,  Managing Partner",Company Address : ,Factory Address : ,Phone : ,Fax : ,Email : ,Website :  ,"Products : Poly Bag, Hanger, Sticker "
83, Aust Bangla Accessories Ind. Ltd. [ Membership: 1112 ]   Member Status : Active ," Mr. F. M. Touhidur Rahman,  Managing Director","Company Address : 300, Nasirabad, I/A, Textile Gate, Nasirabad, Thana Road, Chattogram. ","Factory Address : 300, Nasirabad, I/A, Textile Gate, Nasirabad, Thana Road, Chattogram. ","Phone : 031-2584495, 2584496, 01719-294980 ",Fax : ,"Email : fmtr2002@yahoo.com, austbanglagroup@yahoo.com ",Website :  ,"Products : Printed Poly Bag, BOPP Bag, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Price Tag, Tissue Paper etc. "
84, AZ Packaging & Accessories Ltd. [ Membership: 959 ]   Member Status : Active ," Mr. Md.Habibur Rahman,  Managing Director","Company Address : 4, Paity Main Road, Demra, Dhaka. ","Factory Address : 4, Paity Main Road, Demra, Dhaka. ","Phone : 7500229, 01731415437 ",Fax : 7501943 ,Email : azpseltd@yahoo.com ,Website :  ,"Products : Master Carton, Inner Carton, Back Board. "
85, A. Z. Packaging Ltd. [ Membership: 183 ]   Member Status : Active ," Mr. Md. Omar Faruque,  Managing Director","Company Address : Plot # 09, Road # 14, Shampur, Kadamtoli I/A, Dhaka ","Factory Address : Plot # 09, Road # 14, Shampur, Kadamtoli I/A, Dhaka ",Phone : 7176903 ,Fax : ,Email : azpbd@yahoo.com ,Website :  ,"Products : Corrugated Carton, Back Board, Neck Board, Tissue Paper, Collar Bone, Bar Code, Photocard, Paper Band etc. "
86, Azraqi Ind. Pvt. Ltd. [ Membership: 1219 ]   Member Status : Cancel ," Mr. Faruk Ahmed,  Managing Director",Company Address : ,Factory Address : ,Phone : ,Fax : ,Email : azraqi.ind@gmail.com ,Website :  ,"Products : Carton, Master Inner, White, Back Board, Neck Board, Photo Card, Photo Inle, Tissue Paper, Bar Code, Price Tag, Size Tag, Tang Tag. "
87, B. L. Poly Bag (Pvt.) Ltd. [ Membership: 345 ]   Member Status : Cancel ," Mr. Minto Kumar Saha,  Managing Director","Company Address : North Masdair, Fatullah, Narayanganj ","Factory Address : North Masdair, Fatullah, Narayanganj ","Phone : 9714865, 01819-238414 ",Fax : 7634261 ,Email : blpolybag@gmail.com ,Website :  ,"Products : Printed Poly bag, Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hanger. "
88, Rupchand Packaging & Accessories Ind. Ltd.  [ Membership: 95 ]   Member Status : Cancel ," Mr. Md. Mazharul Islam,  Managing Director ",Company Address : ,Factory Address : ,Phone : 9567381  ,Fax : 9564149 ,Email : ,Website :  ,"Products : Corrugated Carton, Back Board, Neck Board. "
89, Babylon Trims Ltd. [ Membership: 597 ]   Member Status : Active ," Mr. Abdus Salam Sikder,  Managing Director","Company Address : Kandi Boilapur, Horindhara, Tetulzhora,  Hemayetpur, Savar, Dhaka ","Factory Address : Kandi Boilapur, Horindhara, Tetulzhora,  Hemayetpur, Savar, Dhaka ",Phone : 8023495-6 ,Fax : 8015128 ,"Email : babylon@babylon-bd.com, salam@babylon-bd.com ",Website : www.babylon-bd.com ,"Products : Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Price Tag, photo in lay, Collar Insert., Photocard etc. "
90, Badar Box Industries Ltd. [ Membership: 13 ]   Member Status : Cancel ," Mr. Golam Mostafa,  Managing Director.",Company Address : ,Factory Address : ,Phone : 031-681665 ,Fax : 031-682532 ,Email : bnpml@bdonline_ctg.com ,Website :  ,"Products : Corrugated Carton, Back Board, Neck Board, Tissue Paper. "
91, Baly Integrated Solutions Ltd. [ Membership: 1214 ]   Member Status : Active ," Mr. Md. Moniruzzaman,  Chairman","Company Address : Raj Fulbaria, Savar, Dhaka ","Factory Address : Raj Fulbaria, Savar, Dhaka ","Phone : 8931846-7, 8932697-8, 01711529064, 01936005623 ","Fax : 8932964, 8922832 ","Email : balybd@bangla.net, balybd1@balybd.com ",Website :  ,"Products : Plastic  Hanger, Printed size ring, Thread Cones, Printed poly bags, Zip lock bags, Corrugated Cartons, Gum Tapes, Pet Preforms, Pet Bottles, PP Caps, Automative Battery Casing. "
92, Bangla Poly & Pacakging Ind. Ltd. [ Membership: 982 ]   Member Status : Active ," Mr. Hasan Mahmud ,  Managing Director","Company Address : Hatiabo, Porabari, PO: B.O.F, Gazipur City Corporation, Gazipur ","Factory Address : Hatiabo, Porabari, PO: B.O.F, Gazipur City Corporation, Gazipur ",Phone : 01711528470 ,Fax : ,Email : dsignace@gmail.com ,Website :  ,"Products : PP Bag (except shoping bag), ADP Bag, Various types of Carton. "
93, Bangladesh Kawa Ind. Co. Ltd. [ Membership: 206 ]   Member Status : Cancel ," Mr. Syedur Rahman (Mintoo),  Managing Director",Company Address : ,Factory Address : ,Phone : 8013364 ,Fax : 8013511 ,Email : info@prostargroup.biz ,Website :  ,Products : Corrugated Carton 
94, Banladesh Poly Printing International Ltd. [ Membership: 1100 ]   Member Status : Active ," Mr. Mohd. Amzad Hossain,  Deputy Managing Director","Company Address : Khulna-Mongla Road, Katakhali Shambagath, Lockpur, Fakirhat, Bagerhat ","Factory Address : Khulna-Mongla Road, Katakhali Shambagath, Lockpur, Fakirhat, Bagerhat ",Phone : 04663-56016-19 Mob: 01711337671 (CFO & ED) ,Fax : 04663-56012  ,"Email : kppl_07@yahoo.com, bppil.khulna@gmail.com ",Website :  ,"Products : Master Carton, Inner Carton, NC & IC, Poly Bag, Color Poly. "
95, Baridhara Packaging Ltd. [ Membership: 118 ]   Member Status : Active ," Mr. Enamul Haq,  Managing Director","Company Address : Baniar Chala (Member Bari), Vobanipur, Gazipur ","Factory Address : Baniar Chala (Member Bari), Vobanipur, Gazipur ","Phone : 9341818, 01819223993 ",Fax : 8313666 ,Email : atandra.enam@gmail.com ,Website :  ,"Products : Corrugated Carton, Back Board, Neck Board, Tissue Paper. "
96, Barkat Accessories Ltd. [ Membership: 1055 ]   Member Status : Cancel ," Engr. M. Wahid Ullah Pradhan,  Managing Director",Company Address : ,Factory Address : ,Phone : 8712080 ,Fax : 8712120 ,Email : info@barkatbd.com ,Website :  ,"Products : Woven Label, Jacquard Elastic/Non Elastic, Twill Tape,/Cotton Tape, Narrow Fabric, Tape, Weaving Belt. "
97, Beco Packaging [ Membership: 204 ]   Member Status : Active ," Mr. Kaiser Alam (Selim),  Proprietor","Company Address : 232-234, Tejgaon I/A, Dhaka-1208. ","Factory Address : 232-234, Tejgaon I/A, Dhaka-1208. ","Phone : Tel: 8829316, 01819228454 ",Fax : 8823283 ,Email : tapashbeco@gmail.com ,Website :  ,"Products : Corrugated Carton, Back Board, Neck Board, Tissue Paper, hang tag, Price Tag etc. "
98, Begh Plastic & Polymer Industries [ Membership: 837 ]   Member Status : Active ," Mr. Delwar Hossain,  Begh Proprietor","Company Address : Plot #09, Shampur-Kadamtali Industrial Area, Dhaka. ","Factory Address : Plot #09, Shampur-Kadamtali Industrial Area, Dhaka. ",Phone : 9559010 ,Fax : 9558831 ,"Email : beghgroup@yahoo.com, info@begh.net ",Website :  ,"Products : Printed Poly Bag, Corrugated Carton, Back Board, Neck Board, Tissue Paper. "
